,BRAND,ORDERED_DATE,CITY,AREA_NAME,STORE_ID,L1_CATEGORY,L2_CATEGORY,L3_CATEGORY,PRODUCT_NAME,VARIANT,ITEM_CODE,COMBO,COMBO_ITEM_CODE,COMBO_UNITS_SOLD,BASE_MRP,UNITS_SOLD,GMV
9310,jivo,2025-08-04,Bangalore,bellandur sarjapur,1403463,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 L,429981,No,,,225.0,1.0,225.0
9311,jivo,2025-08-04,Kolkata,kalyani,1401479,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
9312,jivo,2025-08-04,Mumbai,bandra west,1319696,edible oils and ghee,edible oils,pomace oil,jivo daily cooking pomace olive oil,1 L,21709,No,,,1049.0,1.0,1049.0
9313,jivo,2025-08-04,Chandigarh,zirakpur,1388997,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,1 L,390730,No,,,560.0,2.0,1120.0
9314,jivo,2025-08-04,Vellore,vit-katpadi,1397627,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 L,60711,No,,,255.0,1.0,255.0
9315,jivo,2025-08-04,Chandigarh,greater mohali,1386912,edible oils and ghee,edible oils,mustard oil,jivo cold press kachi ghani mustard oil,1 L,60711,No,,,255.0,11.0,2805.0
9316,jivo,2025-08-04,Vapi,vapi city,1401715,edible oils and ghee,edible oils,rice bran oil,jivo ricebran oil 1l,1 ltr,958164,No,,,285.0,1.0,285.0
9317,jivo,2025-08-04,Chennai,villivakkam,1396287,edible oils and ghee,olive oil,extra light olive oil,jivo extra light daily cooking olive oil,1 ltr,15687,No,,,1499.0,1.0,1499.0
9318,jivo,2025-08-04,Hyderabad,ameerpet,1389638,edible oils and ghee,edible oils,sunflower oil,jivo gold refined oil - blend of rice bran oil & sunflower oil,1 L,429981,No,,,225.0,1.0,225.0
9319,jivo,2025-08-04,Vijayawada,governorpet,1404636,edible oils and ghee,edible oils,groundnut oil,jivo cold pressed oil groundnut oil,5 L,401502,No,,,2800.0,1.0,2800.0
