item_id,item_name,manufacturer_id,manufacturer_name,city_id,city_name,category,date,qty_sold,mrp
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,301,Rishikesh,"Dry Fruits, Masala & Oil",2025-08-06,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,164,Patiala,"Dry Fruits, Masala & Oil",2025-08-06,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,133,Firozabad,"Dry Fruits, Masala & Oil",2025-08-06,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,164,Patiala,"Dry Fruits, Masala & Oil",2025-08-01,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,80,Panipat,"Dry Fruits, Masala & Oil",2025-08-01,6.0,6294.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,280,Bathinda,"Dry Fruits, Masala & Oil",2025-08-01,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,54,Ludhiana,"Dry Fruits, Masala & Oil",2025-08-01,6.0,6294.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,319,Yamunanagar,"Dry Fruits, Masala & Oil",2025-08-02,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,212,Kurukshetra,"Dry Fruits, Masala & Oil",2025-08-02,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,91,Bahadurgarh,"Dry Fruits, Masala & Oil",2025-08-02,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,260,Rajpura,"Dry Fruits, Masala & Oil",2025-08-02,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,64,Agra,"Dry Fruits, Masala & Oil",2025-08-02,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,125,Panchkula,"Dry Fruits, Masala & Oil",2025-08-02,4.0,4196.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,9,Gurgaon,"Dry Fruits, Masala & Oil",2025-08-02,49.0,51401.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,308,Haldwani,"Dry Fruits, Masala & Oil",2025-08-02,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,2,Mumbai,"Dry Fruits, Masala & Oil",2025-08-04,12.0,12588.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,116,Rohtak,"Dry Fruits, Masala & Oil",2025-08-04,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,367,Kotdwar,"Dry Fruits, Masala & Oil",2025-08-04,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,125,Panchkula,"Dry Fruits, Masala & Oil",2025-08-04,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,54,Ludhiana,"Dry Fruits, Masala & Oil",2025-08-04,8.0,8392.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,55,Jalandhar,"Dry Fruits, Masala & Oil",2025-08-03,10.0,10490.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,82,Rudrapur,"Dry Fruits, Masala & Oil",2025-08-03,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,252,Hamirpur,"Dry Fruits, Masala & Oil",2025-08-03,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,178,Karnal,"Dry Fruits, Masala & Oil",2025-08-03,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,238,Goa,"Dry Fruits, Masala & Oil",2025-08-06,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,142,Meerut,"Dry Fruits, Masala & Oil",2025-08-06,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,197,Bhiwani,"Dry Fruits, Masala & Oil",2025-08-06,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,110,Mohali,"Dry Fruits, Masala & Oil",2025-08-05,6.0,6294.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,102,Jammu,"Dry Fruits, Masala & Oil",2025-08-05,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,178,Karnal,"Dry Fruits, Masala & Oil",2025-08-05,4.0,4196.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,80,Panipat,"Dry Fruits, Masala & Oil",2025-08-05,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,230,Kharar,"Dry Fruits, Masala & Oil",2025-08-05,5.0,5245.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,223,Phagwara,"Dry Fruits, Masala & Oil",2025-08-05,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,23,Ambala,"Dry Fruits, Masala & Oil",2025-08-05,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,53,Haridwar,"Dry Fruits, Masala & Oil",2025-08-05,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,66,Chandigarh,"Dry Fruits, Masala & Oil",2025-08-02,10.0,10490.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,357,Dharamshala,"Dry Fruits, Masala & Oil",2025-08-02,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,301,Rishikesh,"Dry Fruits, Masala & Oil",2025-08-02,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,2,Mumbai,"Dry Fruits, Masala & Oil",2025-08-02,15.0,15735.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,87,Amritsar,"Dry Fruits, Masala & Oil",2025-08-02,6.0,6294.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,110,Mohali,"Dry Fruits, Masala & Oil",2025-08-02,4.0,4196.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,3,Pune,"Dry Fruits, Masala & Oil",2025-08-01,4.0,4196.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,221,Dehradun,"Dry Fruits, Masala & Oil",2025-08-01,9.0,9441.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,177,Pathankot,"Dry Fruits, Masala & Oil",2025-08-01,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,1,Bengaluru,"Dry Fruits, Masala & Oil",2025-08-01,3.0,3147.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,315,Belgaum,"Dry Fruits, Masala & Oil",2025-08-01,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,95,Muzaffarnagar,"Dry Fruits, Masala & Oil",2025-08-01,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,336,Hoshiarpur,"Dry Fruits, Masala & Oil",2025-08-01,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,167,Zirakpur,"Dry Fruits, Masala & Oil",2025-08-01,5.0,5245.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,223,Phagwara,"Dry Fruits, Masala & Oil",2025-08-01,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,142,Meerut,"Dry Fruits, Masala & Oil",2025-08-01,1.0,1049.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,205,Hisar,"Dry Fruits, Masala & Oil",2025-08-01,2.0,2098.0
10143020,Jivo Pomace Olive Oil(Bottle),176,Jivo Wellness Pvt. Ltd.,10,Ghaziabad,"Dry Fruits, Masala & Oil",2025-08-04,25.0,26225.0
